,Archipelago,Area (sq km),Common Name,Contact Name,Contact Organization,Country,Data Quality,Eradication End Date,Eradication ID,Eradication Start Date,Human Population,Island Code,Island Name,Latitude,Longitude,OBJECTID,Organization_Website,Primary Baiting Method,Primary Eradication Method,Primary Toxicant,Region,Scientific Name,Secondary Baiting Method,Secondary Eradication Method,Secondary Toxicant,Status (Eradication),Tertiary Eradication Method,Type (Animal),Type (Eradication),Unnamed: 30,Year of Introduction
14,Pacific Coast Baja California Peninsula (Coronodos Islands),1.26,Donkey,Aguirre; Alfonso,Groupo de Ecologia y Conservacion de Islas,Mexico,Satisfactory,2003,1911,null,None,137540,Coronado Sur,32.404431,-117.244805,1209,null,,Other,,Pacific Ocean - North East,Equus asinus,,,,Successful,,Ungulate,Whole Island,,null
16,Pacific Coast Baja California Peninsula,261.9406,Horse,Aguirre; Alfonso,Groupo de Ecologia y Conservacion de Islas,Mexico,Satisfactory,2004,1957,null,101 - 1000,7500,Guadalupe,29.039778,-118.293319,1245,null,,Other,,Pacific Ocean - North East,Equus caballus,,,,Successful,,Ungulate,Restricted Range,,null
18,Pacific Coast Baja California Peninsula,261.9406,Donkey,Aguirre; Alfonso,Groupo de Ecologia y Conservacion de Islas,Mexico,Satisfactory,2002,2132,2002,101 - 1000,7500,Guadalupe,29.039778,-118.293319,1333,null,,Other,,Pacific Ocean - North East,Equus asinus,,,,Successful,,Ungulate,Restricted Range,,null
21,Lesser Antilles (St. Lucia Islands),0.038,Goat,Daltry; Jenny,Flora and Fauna International,Saint Lucia,Satisfactory,2012,2373,null,None,742000,Dennery,13.906472,-60.885375,1503,null,,Other,,Caribbean,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
22,Lesser Antilles (St. Lucia Islands),0.038,Domestic Sheep,Daltry; Jenny,Flora and Fauna International,Saint Lucia,Satisfactory,2012,2374,null,None,742000,Dennery,13.906472,-60.885375,1504,null,,Other,,Caribbean,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
25,Hauraki Gulf,1.96,Domestic Sheep,null,null,New Zealand,Good,1972,2634,1972,None,139170,Tiritiri Matangi,-36.60293,174.891305,1718,null,,Other,,Pacific Ocean - South West,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
26,Hauraki Gulf,1.96,Domestic Cow,null,null,New Zealand,Good,1972,2635,1972,None,139170,Tiritiri Matangi,-36.60293,174.891305,1719,null,,Other,,Pacific Ocean - South West,Bos taurus,,,,Successful,,Ungulate,Whole Island,,null
27,New Zealand Islands,2.17,Domestic Sheep,null,null,New Zealand,Poor,1978,2640,null,None,124700,Mana,-41.088764,174.781694,1723,null,,Other,,Pacific Ocean - South West,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
28,New Zealand Islands,2.17,Domestic Cow,null,null,New Zealand,Poor,1986,2641,null,None,124700,Mana,-41.088764,174.781694,1724,null,,Other,,Pacific Ocean - South West,Bos taurus,,,,Successful,,Ungulate,Whole Island,,null
31,Table Bay,5.6227,Common Eland,null,null,South Africa,Poor,null,2749,null,11 - 100,79490,Robben,-33.799166,18.369153,1813,null,,Other,,Atlantic Ocean - South,Taurotragus oryx,,,,In Progress,,Ungulate,Whole Island,,1950
48,Maderia Islands (Desertas Islands),4.6794,Goat,null,null,Portugal,Good,2008,79,2007,None,88810,Bugio,32.430833,-16.484185,65,null,Unknown,Toxicant,Brodifacoum,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1600
262,Queen Charlotte Sound,1.03,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,1950,666,1920,None,186380,Pickersgill,-41.161278,174.28418,498,null,,Toxicant,,Pacific Ocean - South West,Sus scrofa,,Hunting ,,Successful,,Ungulate,Whole Island,,1840
263,Marlborough Sound,0.59,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,1950,668,1920,None,258140,Motuara,-41.092097,174.277069,500,null,,Toxicant,,Pacific Ocean - South West,Sus scrofa,,Hunting ,,Successful,,Ungulate,Whole Island,,1840
68,Sept les Archipelago,0.22,Goat,null,null,France,Poor,1993,344,1992,None,443400,Bono,48.882055,-3.483375,266,null,,Trapping,,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
69,Sept les Archipelago,0.09,Goat,null,null,France,Good,1993,345,null,101 - 1000,555080,Moines,48.878305,-3.495014,267,null,,Trapping,,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
70,Molne Archipelago,0.17,Goat,null,null,France,Good,1996,359,null,None,450500,Trielen,48.373847,-4.940083,281,null,,Trapping,,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1992
119,Channel Islands,257.5127,Wild Boar/Pig,Faulkner; Kate,Channel Islands National Park,United States,Good,2007,931,2005,11 - 100,7600,Santa Cruz,34.019041,-119.72625,723,null,,Trapping,,Pacific Ocean - North East,Sus scrofa,,Hunting ,,Successful,,Ungulate,Whole Island,,1850
198,Pacific Coast Baja California Peninsula (Todos Santos Islands),0.6304,Donkey,Aguirre; Alfonso,Groupo de Ecologia y Conservacion de Islas,Mexico,Satisfactory,2004,2140,null,None,289480,Todos Santos Norte,31.809097,-116.805583,1340,null,,Trapping,,Pacific Ocean - North East,Equus asinus,,,,Successful,,Ungulate,Whole Island,,null
253,Greater Antilles (Hispaniola (DR Islands)),18,Donkey,Swinnerton; Kirsty,Island Conservation,Dominican Republic,Satisfactory,null,2754,2012,None,9999987,Cabritos,18.487601,-71.678816,1818,www.islandconservation.org,,Trapping,,Caribbean,Equus asinus,,Hunting ,,In Progress,,Ungulate,Whole Island,,null
11,Amsterdam and St. Paul Islands,62.5906,Goat,Dervaux; Antoine,Department of Conservation of Natural Heritage \nFrench Southern and Antarctic Lands,French Southern Territories,Satisfactory,1957,342,null,11 - 100,18870,Amsterdam,-37.855403,77.551611,264,null,,Unknown,,Indian Ocean - West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1823
12,null,5.5498,Goat,null,null,United Kingdom,Satisfactory,1963,346,null,Unknown,80170,Holy,55.677889,-1.792912,268,null,,Unknown,,Atlantic Ocean - North,Capra hircus,,,,Failed,,Ungulate,Whole Island,,1000
13,Falkland Islands,15.7151,Goat,Poncet; S.,Falklands Conservation,Falkland Islands (Malvinas),Poor,null,347,null,None,43560,Grand Jason,-51.053347,-61.088347,269,null,,Unknown,,Atlantic Ocean - South,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1870
14,Amsterdam and St. Paul Islands,8,Goat,null,null,French Southern Territories,Satisfactory,1874,348,null,10-Jan,55690,Saint-Paul,-38.720014,77.529958,270,null,Unknown,Unknown,Unknown,Indian Ocean - West,Capra hircus,Unknown,Unknown,Unknown,Successful,Unknown,Ungulate,Whole Island,,1800
15,Salvage Islands,2.9085,Goat,null,null,Portugal,Poor,1900,349,null,None,118050,Selvagem Grande,30.143764,-15.863764,271,null,,Unknown,,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1458
16,North Euboea Gulf,1.931,Goat,null,null,Greece,Poor,1979,350,null,Unknown,150210,Atalandi,38.674972,23.096236,272,null,,Unknown,,Mediterranean,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1953
17,Roaringwater Bay,0.9682,Goat,null,null,Ireland,Poor,1994,351,null,Unknown,224350,Horse,51.514556,-9.472542,273,null,,Unknown,,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
21,Channel Islands,153.8514,Domestic Cow,null,null,United States,Poor,null,544,null,101 - 1000,10710,San Clemente,32.918028,-118.478222,419,null,,Unknown,,Pacific Ocean - North East,Bos taurus,,,,Successful,,Ungulate,Whole Island,,null
22,San Francisco Bay,3.4498,Domestic Cow,null,null,United States,Poor,null,545,null,1001 - 10000,106350,Angel,37.862472,-122.433375,420,null,,Unknown,,Pacific Ocean - North East,Bos taurus,,,,Successful,,Ungulate,Whole Island,,null
23,San Francisco Bay,0.4328,Domestic Cow,null,null,United States,Poor,null,546,null,Unknown,363370,Brooks,37.897903,-122.358347,421,null,,Unknown,,Pacific Ocean - North East,Bos taurus,,,,Successful,,Ungulate,Whole Island,,null
27,Channel Islands,2.6,Domestic Sheep,Faulkner; Kate,Channel Islands National Park,United States,Poor,1926,551,null,None,110680,Santa Barbara,33.476805,-119.038708,425,null,,Unknown,,Pacific Ocean - North East,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
28,Channel Islands,0.43,Domestic Sheep,null,null,United States,Poor,1968,552,null,10-Jan,227190,Anacapa East,34.015903,-119.369153,426,null,,Unknown,,Pacific Ocean - North East,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
29,San Francisco Bay,0.4328,Domestic Sheep,null,null,United States,Poor,null,553,null,Unknown,363370,Brooks,37.897903,-122.358347,427,null,,Unknown,,Pacific Ocean - North East,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
30,San Francisco Bay,0.1127,Domestic Sheep,null,null,United States,Poor,null,554,null,None,805710,East Marin,37.964167,-122.467986,428,null,,Unknown,,Pacific Ocean - North East,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
32,Channel Islands,42.6814,Donkey,Faulkner; Kate,Channel Islands National Park,United States,Satisfactory,1975,573,null,None,23460,San Miguel,34.045319,-120.373319,436,null,,Unknown,,Pacific Ocean - North East,Equus asinus,,,,Successful,,Ungulate,Whole Island,,null
33,San Francisco Bay,3.4498,Horse,null,null,United States,Poor,null,574,null,1001 - 10000,106350,Angel,37.862472,-122.433375,437,null,,Unknown,,Pacific Ocean - North East,Equus caballus,,,,Successful,,Ungulate,Whole Island,,null
34,San Francisco Bay,0.4328,Horse,null,null,United States,Poor,null,575,null,Unknown,363370,Brooks,37.897903,-122.358347,438,null,,Unknown,,Pacific Ocean - North East,Equus caballus,,,,Successful,,Ungulate,Whole Island,,null
36,Marlborough Sound,0.16,Goat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,1913,593,null,None,460390,Allports (Negara),-41.239194,174.058347,451,null,Unknown,Unknown,Unknown,Pacific Ocean - South West,Capra hircus,Unknown,Unknown,Unknown,Successful,Unknown,Ungulate,Whole Island,,null
37,Channel Islands,153.8514,Domestic Sheep,null,null,United States,Poor,null,594,null,101 - 1000,10710,San Clemente,32.918028,-118.478222,452,null,,Unknown,,Pacific Ocean - North East,Ovis aries,,,,Successful,,Ungulate,Whole Island,,null
38,Tasmanian Islands,1.65,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1930,595,null,None,164330,Goose,-40.30543,147.796263,453,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
39,Line Islands,35.1436,Goat,null,null,Kiribati,Poor,null,607,null,None,26660,Malden,-4.021666,-154.935444,456,null,,Unknown,,Pacific Ocean - South East,Capra hircus,,,,Unknown,,Ungulate,Whole Island,,null
40,Pacific Coast Costa Rica,25.0128,Wild Boar/Pig,null,null,Costa Rica,Poor,2008,613,2008,None,32760,Cocos,5.531125,-87.063277,458,null,,Unknown,,Pacific Ocean - North East,Sus scrofa,,,,Incomplete,,Ungulate,Whole Island,,null
41,Whitsunday Islands,7.5522,Wild Boar/Pig,null,null,Australia,Poor,null,614,null,Unknown,67090,Dunk,-17.948763,146.155417,459,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Failed,,Ungulate,Whole Island,,null
43,Mascarene Islands,1878.3263,Wild Boar/Pig,null,null,Mauritius,Poor,1673,619,null,> 10000,1970,Mauritius,-20.254583,57.544167,462,null,,Unknown,,Indian Ocean - West,Sus scrofa,,,,Failed,,Ungulate,Whole Island,,null
44,Mascarene Islands,1878.3263,Wild Boar/Pig,null,null,Mauritius,Poor,1709,620,null,> 10000,1970,Mauritius,-20.254583,57.544167,463,null,,Unknown,,Indian Ocean - West,Sus scrofa,,,,Failed,,Ungulate,Whole Island,,null
50,British Columbia,191.7899,Goat,null,null,Canada,Poor,1980,637,null,> 10000,9110,Saltspring,48.8295,-123.483042,474,null,,Unknown,,Pacific Ocean - North East,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
51,Flinders Group (Queensland),16.7699,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1990,638,1990,101 - 1000,41850,Flinders,-14.179166,144.252944,475,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
52,South Australia (Gambier Islands),10.8784,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1916,639,null,None,53800,Wedge,-35.155444,136.472486,476,null,,Unknown,,Indian Ocean - East,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
53,British Columbia,10.6936,Goat,null,null,Canada,Poor,null,640,null,Unknown,54240,Sidney,48.621152,-123.318407,477,null,,Unknown,,Pacific Ocean - North East,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
54,Bonin Islands (Mukojima Group),2.5228,Goat,null,null,Japan,Poor,2002,641,null,None,128320,Mukojima,27.674541,142.135388,478,null,,Unknown,,Pacific Ocean - North West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1945
55,Keppel Islands,0.522,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Satisfactory,1986,642,null,None,324440,Middle,-23.166666,150.920431,479,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
56,Hamilton Harbour,0.126,Goat,null,null,Bermuda,Poor,1969,643,null,None,752260,Burt's,32.274903,-64.826805,480,null,,Unknown,,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1964
57,Capricorn Bunker,0.0831,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1970,644,null,None,961850,Hoskyn (East),-23.800875,152.300444,481,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
58,North Carolina (Outer Banks),0.0314,Goat,null,null,United States,Poor,1998,645,null,None,1508720,Shackleford Banks,34.66418,-76.56793,482,null,,Unknown,,Atlantic Ocean - North,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1800
59,Channel Islands,257.5127,Domestic Cow,Faulkner; Kate,Channel Islands National Park,United States,Poor,1988,648,null,11 - 100,7600,Santa Cruz,34.019041,-119.72625,484,null,,Unknown,,Pacific Ocean - North East,Bos taurus,,,,Successful,,Ungulate,Whole Island,,null
60,Queensland Islands,176.4697,Wild Boar/Pig,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1975,649,null,101 - 1000,9750,Moreton,-27.19418,153.41543,485,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
61,Channel Islands,153.8514,Wild Boar/Pig,null,null,United States,Poor,1992,650,null,101 - 1000,10710,San Clemente,32.918028,-118.478222,486,null,,Unknown,,Pacific Ocean - North East,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
62,Channel Islands,153.8514,Mule Deer,null,null,United States,Poor,null,2803,null,101 - 1000,10710,San Clemente,32.918028,-118.478222,487,null,,Unknown,,Pacific Ocean - North East,Odocoileus hemionus,,Unknown,,Successful,Unknown,Ungulate,Unknown,,null
63,Crozet Islands,69.4704,Wild Boar/Pig,null,null,French Southern Territories,Satisfactory,1900,651,null,None,17840,Cochons,-46.110014,50.24,488,null,,Unknown,,Indian Ocean - West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,1800
64,Kermadec Islands,29.38,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,1966,653,null,Unknown,28470,Raoul,-29.271264,-177.927125,489,null,,Unknown,,Pacific Ocean - South East,Sus scrofa,,,,Unknown,,Ungulate,Whole Island,,null
65,New Zealand Islands,19.65,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,1934,655,1916,11 - 100,36910,Kapiti,-40.857111,174.91375,490,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
66,Amsterdam and St. Paul Islands,8,Wild Boar/Pig,null,null,French Southern Territories,Poor,1874,657,null,10-Jan,55690,Saint-Paul,-38.720014,77.529958,491,null,,Unknown,,Indian Ocean - West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
67,Tasmanian Islands,5.5969,Wild Boar/Pig,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,null,658,null,None,79680,Babel,-39.948347,148.331236,492,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
68,Hawaiian Islands,4.4999,Wild Boar/Pig,null,null,United States,Poor,null,659,null,10-Jan,90820,Laysan,25.769583,-171.736319,493,null,,Unknown,,Pacific Ocean - North East,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
69,Great Barrier Islands,3.28,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,1960,661,null,Unknown,99540,Rakitu,-36.12625,175.500389,494,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
70,Auckland Islands,0.75,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,null,662,null,None,124150,Rose,-50.517944,166.244153,495,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
71,Seychelles,2.19,Wild Boar/Pig,null,null,Seychelles,Poor,1990,663,null,101 - 1000,132660,Fregate,-4.584611,55.942875,496,null,,Unknown,,Indian Ocean - West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
72,Bay of Islands,1.965,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,null,665,null,None,148660,Moturua,-35.227944,174.192486,497,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
73,Huieh Islands,0.57,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,1970,667,null,None,256370,Goat (Motuoruhi),-36.742306,175.401531,499,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
74,Marlborough Sound,0.21,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,null,670,null,None,418120,Tawhitinui (Oaie),-41.050416,173.80316,501,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Unknown,,Ungulate,Whole Island,,null
75,Cavalli Islands,0.067,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,null,673,null,None,1092110,Hamaruru,-34.979597,173.94543,503,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Unknown,,Ungulate,Whole Island,,null
76,Marlborough Sound,0.02,Wild Boar/Pig,Broome; Keith,NZ Dept. of Conservation,New Zealand,Poor,null,674,null,None,1148640,Awaiti (Tawhitinui),-41.054611,173.808375,504,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Unknown,,Ungulate,Whole Island,,null
77,Norfolk Islands,39.5782,Goat,null,null,Norfolk Island,Satisfactory,1856,675,null,1001 - 10000,24550,Norfolk,-29.034666,167.94125,505,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
78,Tristan da Cunha,113.6519,Wild Boar/Pig,null,null,Saint Helena,Poor,1873,676,null,101 - 1000,13100,Tristan da Cunha,-37.137111,-12.286263,506,null,,Unknown,,Atlantic Ocean - South,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,1811
79,Norfolk Islands,39.5782,Wild Boar/Pig,null,null,Norfolk Island,Poor,null,677,null,1001 - 10000,24550,Norfolk,-29.034666,167.94125,507,null,,Unknown,,Pacific Ocean - South West,Sus scrofa,,,,Successful,,Ungulate,Whole Island,,null
80,Tasmanian Islands,4.0438,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1996,680,null,None,96980,Long,-40.363764,147.99875,510,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1977
81,Tasmanian Islands,1.2571,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1997,683,null,None,193610,Sloping,-42.952527,147.642069,513,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
82,Mercury Islands,0.23,Goat,Broome; Keith,NZ Dept. of Conservation,New Zealand,Satisfactory,1915,684,null,None,349410,Mahurangi,-36.834194,175.81875,514,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
83,Bay of Plenty,0.045,Goat,Crouchley; D.,NZ Dept. of Conservation,New Zealand,Poor,1965,685,null,None,878470,Rurima,-37.831694,176.880361,515,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
84,Venezuelan Islands,66.0299,Goat,null,null,Venezuela,Poor,null,688,null,None,18310,Blanquilla,11.859166,-64.604597,516,null,,Unknown,,Caribbean,Capra hircus,,,,Successful,,Ungulate,Whole Island,,1500
85,Keppel Islands,0.7583,Goat,Burbidge; A.A.,Department of Conservation and Land Management; Aus,Australia,Poor,1986,690,1975,None,259530,Humpy,-23.214194,150.971694,518,null,,Unknown,,Pacific Ocean - South West,Capra hircus,,,,Successful,,Ungulate,Whole Island,,null
